author_id;product_id;author_url;author;rank;num_of_reviews;date_scraped;user_score;word_count_score;quality_word_score;review_sentiment_score;word_reptition_score;word_repetition_percentage;low_quality_score;verified_purchase_score;review_text;category
78174033701543;245487241360608;https://www.amazon.ca/gp/profile/amzn1.account.AEGVPUV7DUEI7SHGLE73OQWMOQXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Client d'Amazon;1991580;9;2018-12-18 11:53:34.290145;1000;1000;455.72640633129754;1385.2767223531582;1003.3333333333334;0.03333333333333333;1000;2000.0;"{{""'Ce produit est parfait côté qualité-prix. Il est facile à assembler, pas trop bruyant. Il fait bien le travail!'"",0.332167666667},{""'Ce produit est parfait côté qualité-prix. Il est facile à assembler, pas trop bruyant. Il fait bien le travail!'"",0.332167666667},{""'Ce produit est parfait côté qualité-prix. Il est facile à assembler, pas trop bruyant. Il fait bien le travail!'"",0.332167666667},{""'Ce produit est parfait côté qualité-prix. Il est facile à assembler, pas trop bruyant. Il fait bien le travail!'"",0.332167666667},{""'Ce produit est parfait côté qualité-prix. Il est facile à assembler, pas trop bruyant. Il fait bien le travail!'"",0.332167666667},{""'Ce produit est parfait côté qualité-prix. Il est facile à assembler, pas trop bruyant. Il fait bien le travail!'"",0.332167666667},{""'Ce produit est parfait côté qualité-prix. Il est facile à assembler, pas trop bruyant. Il fait bien le travail!'"",0.332167666667},{""'Ce produit est parfait côté qualité-prix. Il est facile à assembler, pas trop bruyant. Il fait bien le travail!'"",0.332167666667},{""'Ce produit est parfait côté qualité-prix. Il est facile à assembler, pas trop bruyant. Il fait bien le travail!'"",0.332167666667},{""'Ce produit est parfait côté qualité-prix. Il est facile à assembler, pas trop bruyant. Il fait bien le travail!'"",0.332167666667},{""'Ne fonctionne pas du tout avec le nouveau Ipad 2018. Il ne reconnaît pas le HDMI. retour et remboursement effectué! Merci!'"",-0.2185405},{""'Ce produit est parfait côté qualité-prix. Il est facile à assembler, pas trop bruyant. Il fait bien le travail!'"",0.332167666667},{""'Super jouet! Mon garçon passé des heures de plaisir!'"",0.478113},{""'Super produit, efficace. Je peux partir en voyage et avoir la conscience tranquille.'"",0.4053955},{""'Le produit est bien. Qualité moyenne. Mon fils de 8 ans l'adore et est capable de changer les morceaux lui-même. Petite déception, la couleur sur l'image n'est pas celle du produit reçu. Mon fils voulait un vélo vert et il a reçu un jaune et un rouge.'"",0.341755},{""'Cool product!!!!'"",0.4327425},{""'So tiny!!!! The picture suggest a \""circle\"" form or round product. My stamps doesn't fit in.'"",-0.317008},{""'Bon produit, fonctionne à merveille, très pratique!'"",0.986102},{""'Bon produit!'"",0.0}}";
267674657622531;132103360788875;https://www.amazon.ca/gp/profile/amzn1.account.AHSZCNFRQT2UKMFDXHQ7WMUZRIGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Amazon Customer;26860;8;2018-12-18 11:49:20.642804;1000;978.3284181078598;492.98507852437945;1518.3017555682384;1007.6923076923076;0.07692307692307694;1000;2000.0;"{{""'It’s easy to assemble and good for the price. Works very well. It was delivered quickly and happy with it.'"",0.962625},{""'It’s easy to assemble and good for the price. Works very well. It was delivered quickly and happy with it.'"",0.962625},{""'It’s easy to assemble and good for the price. Works very well. It was delivered quickly and happy with it.'"",0.962625},{""'It’s easy to assemble and good for the price. Works very well. It was delivered quickly and happy with it.'"",0.962625},{""'It’s easy to assemble and good for the price. Works very well. It was delivered quickly and happy with it.'"",0.962625},{""'It’s easy to assemble and good for the price. Works very well. It was delivered quickly and happy with it.'"",0.962625},{""'It’s easy to assemble and good for the price. Works very well. It was delivered quickly and happy with it.'"",0.962625},{""'It’s easy to assemble and good for the price. Works very well. It was delivered quickly and happy with it.'"",0.962625},{""'It’s easy to assemble and good for the price. Works very well. It was delivered quickly and happy with it.'"",0.962625},{""'It’s easy to assemble and good for the price. Works very well. It was delivered quickly and happy with it.'"",0.962625},{""'Too thin. The body is too light and is not flattering'"",-0.3653195},{""'Looks great and went on easily. Beautiful colors'"",0.974408},{""'It’s easy to assemble and good for the price. Works very well. It was delivered quickly and happy with it.'"",0.962625},{""'It was easy to assemble although the instructions aren’t the best. I like the height a lot and seems very steady. No squeaks so far so would recommend it for sure!'"",0.801239666667},{""'Quality is ok and kind of short but does the job given the price.'"",0.321143},{""'Love my bible!'"",0.967474},{""'Great value!'"",0.986769},{""'Absolutely love these chairs! The quality is amazing, feels soft, the velvet looks great and they are steady! Amazing purchase'"",0.98586}}";
107889486438660;132103360788875;https://www.amazon.ca/gp/profile/amzn1.account.AEGJ55NQY6GADOC7LV6CRPNZWQAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Amazon Customer;688826;64;2018-12-18 11:49:27.229911;1000;935.673695849986;6.047519253906573;4236.13156005234;1000.925925925926;0.009259259259259266;968.75;2000.0;"{{""'Wish I got bigger sizes'"",-0.830336},{""'Exactly what I was looking for. Not too loud. Wish the lowest setting was a little bit lighter but that’s ok. I’m one of those freaks that needs a fan blowing in the bedroom all year round, summer or winter.'"",-0.303409333333},{""'Exactly what I was looking for. Not too loud. Wish the lowest setting was a little bit lighter but that’s ok. I’m one of those freaks that needs a fan blowing in the bedroom all year round, summer or winter.'"",-0.303409333333},{""'Exactly what I was looking for. Not too loud. Wish the lowest setting was a little bit lighter but that’s ok. I’m one of those freaks that needs a fan blowing in the bedroom all year round, summer or winter.'"",-0.303409333333},{""'Exactly what I was looking for. Not too loud. Wish the lowest setting was a little bit lighter but that’s ok. I’m one of those freaks that needs a fan blowing in the bedroom all year round, summer or winter.'"",-0.303409333333},{""'Exactly what I was looking for. Not too loud. Wish the lowest setting was a little bit lighter but that’s ok. I’m one of those freaks that needs a fan blowing in the bedroom all year round, summer or winter.'"",-0.303409333333},{""'Exactly what I was looking for. Not too loud. Wish the lowest setting was a little bit lighter but that’s ok. I’m one of those freaks that needs a fan blowing in the bedroom all year round, summer or winter.'"",-0.303409333333},{""'Exactly what I was looking for. Not too loud. Wish the lowest setting was a little bit lighter but that’s ok. I’m one of those freaks that needs a fan blowing in the bedroom all year round, summer or winter.'"",-0.303409333333},{""'Exactly what I was looking for. Not too loud. Wish the lowest setting was a little bit lighter but that’s ok. I’m one of those freaks that needs a fan blowing in the bedroom all year round, summer or winter.'"",-0.303409333333},{""'Exactly what I was looking for. Not too loud. Wish the lowest setting was a little bit lighter but that’s ok. I’m one of those freaks that needs a fan blowing in the bedroom all year round, summer or winter.'"",-0.303409333333},{""'Exactly what I was looking for. Not too loud. Wish the lowest setting was a little bit lighter but that’s ok. I’m one of those freaks that needs a fan blowing in the bedroom all year round, summer or winter.'"",-0.303409333333},{""'Bought for a gift. Way too small. Print was decent quality though.'"",0.266348666667},{""'As the dental hygienist in the family, have purchased this as a gift for multiple people and everyone is super happy with the product. I recommend this brand to my patients all the tim.'"",0.9820595},{""'This suit was actually decent for the price and for my curvy body. I did alter the straps to hold my boobs up a bit better but still good bang for buck.'"",0.795171},{""'Very cute but waaaay too big for my face. And I ain’t no petite. Looks dumb. Have never worn. Decent quality still though.'"",0.1873228},{""'This topper definitely changed the feel of our bed and improved our quality of sleep. Wish it was a little thicker though. I’m already scoping out 3 inch toppers to take it up a notch. Still makes me look forward to climbing into bed though.'"",0.34537725},{""'This stuff is the best. Price is unbeatable. Used to use a similar product from Sephora but found this product had the exact same results at a fraction of the cost of the Sephora one. Have recommended. Have bought several times. Tan always looks n…'"",0.595517333333},{""'One stopped working within two months. The charging port is black and looks burnt. Great customer service though when addressing the issue. Would probably buy again just based on the warranty.'"",-0.19245},{""'This is on our fridge and used daily. Great product. Keeps our grocery and to do lists at eye level.'"",0.596975666667},{""'Good product. Works perfect.'"",0.0},{""'Cute case. Had a pen leak in the same pocked my phone was in and could never get the case looking back to normal. 🙄'"",-0.4559615},{""'Good facial cream. Would recommend. Wish the container was bigger though. Used it up within a month or two using it nightly. Faced felt smoother using this cream.'"",0.1506396},{""'These definitely improved my sleep since I got them. Wish they were a tad fluffier. The I nside foam is accessible to remove some padding so may try to shuffle the insides around a bit and see if I can customize it to my neck a bit better.'"",0.215498},{""'Great purchase. Easy to install and used daily.'"",0.874852},{""'Ordered the large and are extremely small. (I wear a size 8 women’s shoe) Otherwise product is ok and relieves some every day discomfort until the Velcro busts open (Keep in mind I have very minimal bunion action). I try to wear at night but the…'"",-0.466192333333},{""'These things are life savers. I can comfortable sit across the room to play my SNES classic. Def worth it and would recommend for anyone that plans to purchase the classic edition consoles.'"",0.911482333333},{""'Ripped while moving but still did it’s job protecting the mattresses during the move. Good bang for your buck.'"",0.6389655},{""'My boyfriend and I are prone to painful, dry noses and dry throats in the winter months. Since we’ve had this humidifier, we haven’t yet woke up with dry noses. We use it every night. Settings are adjustable. Water tank very easy to fill. We keep it o…'"",-0.136809166667},{""'Was expecting a thicker product I think. This material is very flimsy and wrinkle prone. Also I should have checked the measurements. The queen one is way too big for my queen bed. Would not purchase again. Looks sloppy.'"",-0.327038833333},{""'Exactly what I was looking for. Not too loud. Wish the lowest setting was a little bit lighter but that’s ok. I’m one of those freaks that needs a fan blowing in the bedroom all year round, summer or winter.'"",-0.303409333333},{""'Favourite beach boys album. Arrived in a very timely manner.'"",0.901356},{""'Have used a couple times. My face felt clean and super tight post face mask but I haven’t seen much long term results. Perhaps I need to use more frequently. Have recommended to many people though. :)'"",0.0983434},{""'Love this phone case so much. Feels great (super soft). Cleans up well. Great colour. Unfortunately a little price of the rubber surface peeled off exposing a clear coat and I’ve only had it for a couple months :( sad.'"",0.545166},{""'This product works very well. I used it on a copper vase which was very tarnished and it came out looking shiny and new. Will try to find before and after pictures to share. Also used on all stainless steel appliances to shine them up and they all loo…'"",0.61883525},{""'Use this measuring cup almost daily. Good purchase.'"",0.451719},{""'Loved the smell and clean feeling from this soap but used it up fairly quickly and haven’t really totally missed the effects of it enough to go an purchase again. Would prob buy again one day due to how squeaky clean my skin felt'"",-0.56645},{""'This stuff is magic. Worth every penny. Tried everything to clean my glass top stove and stumbled upon this product along the way. Stove looks like new after using this product. Would recommend.'"",0.2770606},{""'Great purchase. Colour is fantastic. Product seems durable. Use them daily for lunches.'"",0.6957915},{""'Took a couple tries but once we figured it out, found it very easy to replace on a Crosley. Works perfect.'"",0.4206275},{""'Great colour. Applies perfectly smooth with the wider brush. Perfect hue for fall/winter.'"",0.874161333333},{""'Nice, unique style of earring but a bit too heavy for my ears. Worried I’m stretching out my lobes wearing them :('"",-0.3093345},{""'Product arrived in a timely manner but the quality of the print on this shirt is poor. T-shirt material is ok (slightly smaller than expected) but the image colours are bleeding a bit, slightly blurry and sort of cheesy looking. Kind of embarassed to giv…'"",-0.424601333333},{""'Fun game if everyone has a smartphone 👍'"",0.900258},{""'Definitely notice a difference in the smoothness if my skin. I use around my eyes and on fine lines'"",0.4198295},{""'Fun game to place with a group of friends (4+ people)'"",0.958564},{""'This was a hit secret Santa gift. I personally don’t have the stomach for it.'"",-0.436052},{""'Not much comes out of my pores when I remove mask'"",-0.57525},{""'Quality and print of this Tshirt is tacky. I do not wear in public as I hoped I would.'"",-0.2942555},{""'Very comparable to this $40 foam tanner I used to buy from Sephora; very happy.'"",0.987275},{""'I use this all the time with my android box. Works perfect. Have referred friends to purchase this product and they are all happy.'"",0.328172666667},{""'Stopped working after a month'"",-0.917131},{""'Earrings just drift and hang off your ear. Haven’t ever worn them for that reason alone.'"",-0.5703385},{""'Perfect size I was looking for'"",0.953116},{""'Perfect jewelry making starter kit'"",0.90993},{""'A dab will clear up a zit in a day or two. Great product.'"",0.464839},{""'Definitely relieves bunion tenderness'"",0.270393},{""'Thought they would be smaller. Kind of clunky. Should have read the measurements.'"",-0.318892666667},{""'Great Christmas gifts for the parents. It did not take them long to adjust.'"",0.4929325},{""'One of my fave Bowie albums'"",0.973109},{""'Bought for two new moms and both were very happy with the idea. Will be testing out come summer.'"",0.764334},{""'The arm length is clutch'"",0.0},{""'Boyfriend loved the gift 👍'"",0.975686},{""'Probably getting the top taken in at the sides as It gives me mad underboob. Otherwise too fits well. Bottoms are flattering and fit well but a little tight around the leg holes.'"",0.0587593333333},{""'Best fm transmitter I ever had to use. Unfortunately, car broke down a couple weeks later. Fortunately, new car has bluetooth🙏🏻'"",0.260000666667},{""'Awesome gift. Have used as gifts multiple times.'"",0.0},{""'Great bang for your buck if you know how to properly install.'"",0.697859},{""'The 10 foot cord stopped working within a month of purchase.'"",0.0},{""'Bottoms are too big. Top is too small.'"",-0.139494},{""'Bought as a birthday gift three times. Grand slam each time.'"",0.8274985},{""'Great product'"",0.929678},{""'Great suction on a very light weight vacuum. The only disadvantage is the cord is a bit on the shorter side so have to plug in each room. Great for apartments.'"",0.369127333333},{""'Both stopped working after approximately 4 weeks. 2 star for the length of cord.'"",-0.3138355},{""'Wasn't sure if it would be compatible with my 4 year old Samsung plasma tv and it is! Also arrived 4 days earlier then expected date of arrival.'"",0.3703255},{""'Too thick for my nose hole'"",-0.491298}}";
12461035414439;245487241360608;https://www.amazon.ca/gp/profile/amzn1.account.AFBCR3UYDKHLY4GFWGTSDLGCQIRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8;merieme;1481604;1;2018-12-18 11:51:59.577262;1000;989.350587026306;854.5566118995893;1006.5801572700573;1007.6923076923076;0.0769230769230769;1000;2000.0;"{{""'it works fine and does what it's supposed to do, but has scuffs and scratch marks on it. the box also didn't come in the greatest shape so that's a bummer since it says in the description that the item is new and i paid for a new item..'"",-0.4800975},{""'it works fine and does what it's supposed to do, but has scuffs and scratch marks on it. the box also didn't come in the greatest shape so that's a bummer since it says in the description that the item is new and i paid for a new item..'"",-0.4800975},{""'it works fine and does what it's supposed to do, but has scuffs and scratch marks on it. the box also didn't come in the greatest shape so that's a bummer since it says in the description that the item is new and i paid for a new item..'"",-0.4800975},{""'it works fine and does what it's supposed to do, but has scuffs and scratch marks on it. the box also didn't come in the greatest shape so that's a bummer since it says in the description that the item is new and i paid for a new item..'"",-0.4800975},{""'it works fine and does what it's supposed to do, but has scuffs and scratch marks on it. the box also didn't come in the greatest shape so that's a bummer since it says in the description that the item is new and i paid for a new item..'"",-0.4800975},{""'it works fine and does what it's supposed to do, but has scuffs and scratch marks on it. the box also didn't come in the greatest shape so that's a bummer since it says in the description that the item is new and i paid for a new item..'"",-0.4800975},{""'it works fine and does what it's supposed to do, but has scuffs and scratch marks on it. the box also didn't come in the greatest shape so that's a bummer since it says in the description that the item is new and i paid for a new item..'"",-0.4800975},{""'it works fine and does what it's supposed to do, but has scuffs and scratch marks on it. the box also didn't come in the greatest shape so that's a bummer since it says in the description that the item is new and i paid for a new item..'"",-0.4800975},{""'it works fine and does what it's supposed to do, but has scuffs and scratch marks on it. the box also didn't come in the greatest shape so that's a bummer since it says in the description that the item is new and i paid for a new item..'"",-0.4800975},{""'it works fine and does what it's supposed to do, but has scuffs and scratch marks on it. the box also didn't come in the greatest shape so that's a bummer since it says in the description that the item is new and i paid for a new item..'"",-0.4800975},{""'it works fine and does what it's supposed to do, but has scuffs and scratch marks on it. the box also didn't come in the greatest shape so that's a bummer since it says in the description that the item is new and i paid for a new item..'"",-0.4800975}}";
135049663846456;95809880400016;https://www.amazon.ca/gp/profile/amzn1.account.AG3QIEANFHLXY4CJ5L626TYGUWGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8;SG;368172;8;2018-12-18 11:58:41.156672;1000;994.5546043537412;492.98507852437945;1569.8613553882462;1025.0;0.25;1000;2000.0;"{{'Good',0.0},{'Good',0.0},{'Good',0.0},{'Good',0.0},{'Good',0.0},{'Good',0.0},{'Good',0.0},{'Good',0.0},{'Good',0.0},{'Good',0.0},{""'Have been using it for a month; the experience is so far good; holding up the mobile good, easy to handle.'"",0.846074},{""'Serving the purpose'"",0.0},{'Good',0.0},{'Good',0.0},{'Good',0.0},{""'Size is too big'"",0.278785},{""'its been a week since am using this shoe; appropriate fit and good experience so far'"",0.92345},{""'Been a month !! Good Experience'"",0.775254}}";
2963045153113;139356121166606;https://www.amazon.ca/gp/profile/amzn1.account.AEDTZHGFABMLIPNEO4KVWLLKK5BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8;santosh;445338;2;2018-12-18 11:59:37.535031;1000;995.6329591980908;789.9711993582988;1006.5801572700573;950.0;0.5;1000;2000.0;"{{""'Good product'"",0.0},{""'Good product'"",0.0},{""'Good product'"",0.0},{""'Good product'"",0.0},{""'Good product'"",0.0},{""'Good product'"",0.0},{""'Good product'"",0.0},{""'Good product'"",0.0},{""'Good product'"",0.0},{""'Good product'"",0.0},{""'Good quality. But has chemical smell. Has to wash once before using it.'"",0.0},{""'Good product'"",0.0}}";
230608903166289;139356121166606;https://www.amazon.ca/gp/profile/amzn1.account.AGAKBG7AVLKVKPTGX66QMFZYQ6XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Shaf;575933;4;2018-12-18 11:59:29.328788;1000;990.9807989499423;675.0751116218828;1388.888189785599;1000.0;1.0;1000;2000.0;"{{""'Very good'"",0.0},{""'Very good'"",0.0},{""'Very good'"",0.0},{""'Very good'"",0.0},{""'Very good'"",0.0},{""'Very good'"",0.0},{""'Very good'"",0.0},{""'Very good'"",0.0},{""'Very good'"",0.0},{""'Very good'"",0.0},{""'Good bag, very spacious. The front pocket can have a better magnet for button, it hard to keep it closed. Otherwise very handy and light'"",0.512317666667},{""'Very good'"",0.0},{""'Very convenient. Can not be fold so if you want space saving chair this might not be for you. Everything works great'"",0.547572},{""'Excellent, same as described. Arrived before time'"",0.3973385}}";
191935727283472;95809880400016;https://www.amazon.ca/gp/profile/amzn1.account.AFI3AVLFXO3G2PI5O6WOEID3NZIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Dan McKelvey;1452511;1;2018-12-18 11:58:17.398366;1000;1000;854.5566118995893;1217.9619902967693;1025.0;0.25;1000;2000.0;"{{""'Easy to put together, works fine for cooling my small apartment'"",0.942883},{""'Easy to put together, works fine for cooling my small apartment'"",0.942883},{""'Easy to put together, works fine for cooling my small apartment'"",0.942883},{""'Easy to put together, works fine for cooling my small apartment'"",0.942883},{""'Easy to put together, works fine for cooling my small apartment'"",0.942883},{""'Easy to put together, works fine for cooling my small apartment'"",0.942883},{""'Easy to put together, works fine for cooling my small apartment'"",0.942883},{""'Easy to put together, works fine for cooling my small apartment'"",0.942883},{""'Easy to put together, works fine for cooling my small apartment'"",0.942883},{""'Easy to put together, works fine for cooling my small apartment'"",0.942883},{""'Easy to put together, works fine for cooling my small apartment'"",0.942883}}";
38356748332122;245487241360608;https://www.amazon.ca/gp/profile/amzn1.account.AFIUMMIEYGOQQI6UT6W4Z4YM5LWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8;neighbour2thenorth;24223;25;2018-12-18 11:53:44.189729;1000;935.5316372380568;129.6077298831806;1083.307892111016;1004.9999999999999;0.05;941.1764705882352;2000.0;"{{""'Quiet and extremely lightweight'"",0.94625},{""'Quiet and extremely lightweight'"",0.94625},{""'Quiet and extremely lightweight'"",0.94625},{""'Quiet and extremely lightweight'"",0.94625},{""'Quiet and extremely lightweight'"",0.94625},{""'Quiet and extremely lightweight'"",0.94625},{""'Quiet and extremely lightweight'"",0.94625},{""'Quiet and extremely lightweight'"",0.94625},{""'Quiet and extremely lightweight'"",0.94625},{""'Quiet and extremely lightweight'"",0.94625},{""'This is the best tasting pumpkin seed butter and it's raw! Plus, it's good for you!!!'"",0.493115333333},{""'Quiet and extremely lightweight'"",0.94625},{""'This is probably the best tasting liquid mineral on the market today and to know that Dr. Joel Wallach has given his approval for this product makes me even more confident. (He may have even been part of its creation)'"",0.4628135},{""'Works well'"",0.0},{""'Works well. Was skeptical at first but needed something to help with a bully cat.'"",-0.389736},{""'What a beautiful book'"",0.919264},{""'Good advise not only for cancer patients, but everyone'"",0.439303},{""'Still working very well'"",0.957618},{""'Short but excellent book'"",0.385525},{""'Such an excellent book. I think it should be a gift for all young people in their last year of high school. Such excellent advice!'"",0.854076666667},{""'This was a gift and from what I heard, it worked well.'"",0.98009},{""'This company is, in my view, probably one of the premier suppliers of minerals. Although, next time I will order cherry flavour as the non-flavoured product is quite bitter. Dr. Joel Wallach is the creator of this product, I believe. His life story and ca…'"",0.25237425},{""'It worked for my 2 cats, although the diffuser got so hot that it felt like it was about to start on fire, so I unplug it every few hours. The refill doesn't last as long as advertised from my experience.'"",0.035962},{""'Seems to be working well. Two cats (brother/sister); brother was a bully but has calmed down since I plugged in the diffuser a week ago. The only thing that concerns me is that the diffuser gets extremely hot and sometimes smells like som…'"",-0.228344},{""'$222. a bag!!!! This should not be allowed on Amazon.ca. SHAME!'"",0.0},{""'It didn't work out for me but the company was kind enough to refund all my money.'"",-0.464111},{""'Best water filter'"",0.823121},{""'Excellent study guide to go along with the video presentation.'"",0.976437},{""'So handy to carry around. I've probably ordered several dozen of these over the past 2 years and given them out to those who need healing.'"",0.1724655},{""'Gives you hope.'"",0.954003},{""'This is almost like a Bible for me. I have read and re-read this book probably 10 times. So much helpful information on how to clean your liver and gallbladder.'"",0.579589},{""'Love all Dinesh D'Souza's books. I would also highly recommend you read \""The Roots of Obama's Rage\"".'"",0.936581},{""'This book is an eye opener! Scares \""the hell out of you\"" and the heaven into you!'"",0.0008265},{""'Got rid of the woodpeckers that just about destroyed my mother's house as well as her sanity.'"",-0.633616},{""'Much cheaper than purchasing through Toshiba and works just as well.'"",0.899619}}";
255758176543509;132103360788875;https://www.amazon.ca/gp/profile/amzn1.account.AHS6G7YGFV73LP5WLVHQIXN7KYPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Rizzle Dizzle;51363;60;2018-12-18 11:51:34.48353;1000;980.2908254823179;8.281244023828144;942.1373440327682;1002.0;0.019999999999999993;1000;2000.0;"{{""'Durable product, has battery to store your settings.'"",0.825281},{""'Good product. The base is wider than you may expect. Fans work well'"",0.263252},{""'Good product. The base is wider than you may expect. Fans work well'"",0.263252},{""'Good product. The base is wider than you may expect. Fans work well'"",0.263252},{""'Good product. The base is wider than you may expect. Fans work well'"",0.263252},{""'Good product. The base is wider than you may expect. Fans work well'"",0.263252},{""'Good product. The base is wider than you may expect. Fans work well'"",0.263252},{""'Good product. The base is wider than you may expect. Fans work well'"",0.263252},{""'Good product. The base is wider than you may expect. Fans work well'"",0.263252},{""'Good product. The base is wider than you may expect. Fans work well'"",0.263252},{""'Good product. The base is wider than you may expect. Fans work well'"",0.263252},{""'Good product. Competitive prices. Comes with screws. But not sure how they hold up. Small screws.'"",-0.165107},{""'Product works well.'"",0.917397},{""'Good product. Built well. Battery lid fits tight. Wire could be thicker.'"",0.0},{""'Built well. Good size for looking through. Came with a small case to protect it.'"",0.294587666667},{""'Good product. The base is wider than you may expect. Fans work well'"",0.263252},{""'These electrical wires are thicker than some others its worth the extra money.'"",0.623691},{""'Works well for small extension. Comparable price'"",0.3827585},{""'Full spectrum light bulb low wattage. Things grow well under this bulb'"",0.0},{""'Cheap product works well'"",0.500148},{""'Works well built strong'"",0.958676},{""'Great item these are a great item when you need some length. Built well. Bulb fits great'"",0.606398666667},{""'As. Advertised. Smaller than I thought good for a book lock'"",0.560432},{""'Great kitt. Seems to have everything you need. Turns out it is so easy to remove a link. So happy. Spent same price but have tools for future use'"",0.614995},{""'Cool product neat party light. No need for a headphone jack'"",0.466545},{""'Nice product have not tested.'"",0.370374},{""'Seems like a good product.'"",0.733541},{""'As described'"",0.0},{""'Good product. Does not fit inside my vacuum sealer.'"",-0.389832},{""'New, clean, seems durable. Great item.'"",0.870004},{""'Thisis my. Third package i have bough, great fertilizer it has improved my crop so much. ASIN:B078QGMBJ9 Marijuana Autoflower 4 Plant Fertilizer Kit, High Yield Marijua…'"",0.325875666667},{""'As described. Fits phone, comes with screen cover. Raises camera from touching surfaces.'"",0.301432666667},{""'Great product works well so far. Looks new, clean, strong. Small boost.'"",0.632840666667},{""'Product is new clean looks good. Works well with led.'"",0.9029145},{""'Good product. Strong neat packaging. Works well. As described. Much needed in a crunch'"",0.137974},{""'Well made product. Strong.'"",0.3547025},{""'Good light ultra violet. Does get warm on the white base'"",0.4380435},{""'Good product, works well. Has lasted 2 months so far'"",0.4734995},{""'Led lights work well.'"",0.667879},{""'Great bag dark small great for heat seal, zip shut. Durable.'"",0.4575625},{""'Good product would buy more. Durable. Seems strong.'"",0.258299333333},{""'Sharp, springy, light weight great trimmers. Easy on the hands. Highly recommended'"",0.91802},{""'Great well built product I would have bought more. Prefer if it were cheaper. Seems safe around water(not in water) Use a fan to keep light cool. Will not burn you though.'"",0.590907},{""'Great led lights Work great. Will buy more. Use fans to keep the light cool.'"",0.817236666667},{""'Great product. Great floodlight intensity. True 12 Watts. Suggesting to buy several for full coverage of plant'"",0.4620365},{""'Thank great product will buy again. Bright light. I suggest 2or3 bulbs for a seedling tray.'"",0.328433},{""'Good product. Fit most bulbs, but these seem to be longer in depth which prevented the bulb from reaching connection. Only some bulbs worked when fully screwed in.'"",-0.0971096666667},{""'Held together with screws. Good product'"",0.0},{""'Strong bag. Not flimsy. Easy to heat seal if desired. The Ziploc top is nice.'"",0.40845},{""'Reliable easy to use. Stop making do with rope.'"",0.055859},{""'These do get hot without a fan. But great projection.'"",0.0829405},{""'Great item durable and sturdy I recommend this product to others looking for a heat sealer. This company is friendly I would do business with this company in the future.'"",0.968481},{""'Great show'"",0.0},{""'Works well. Disappointed on quality of picture. I thought I was buying a hi definition kit. But this is lower quality than 720p. Easy to set up, includes everything you need besides screen. You do not have to h…'"",0.105051833333},{""'Full of laughs'"",0.952349},{""'These light up the room with a nice purple glow. I am buying more. Solid design My plants grew an inch within 2 days after installing these bulbs, after I thought the plants reached a plateau.…'"",0.876458},{""'Works well, higher pressure than I thought'"",0.7338},{""'Good, but confusing'"",0.352404},{""'My fan sound like it hums now. Works for what I wanted small. Plug in the bottom'"",0.460273666667},{""'Neat show thought provoking'"",0.877911},{""'Wow, is this for real?'"",0.404428},{""'Great show great shipping. Quality product'"",0.4871975},{""'Looks durable.have not tested'"",0.413183},{""'Seems like it will work well. Quick delivery'"",0.373889},{'Great',0.0},{""'Good quality quick shipping'"",0.904536},{""'Great show great product. New and quick delivery'"",0.488181},{""'Just like what grandpa used. Things that around for years you can trust they were built right'"",0.757669},{""'I love these child hood shows and hope my kids will too.'"",0.956805},{""'Cool toy haven't used it but checked it out seems great'"",0.658592}}";
