author_id;product_id;author_url;author;rank;num_of_reviews;date_scraped;user_score;word_count_score;quality_word_score;review_sentiment_score;word_reptition_score;low_quality_score;verified_purchase_score;review_text;category;word_repetition_percentage
224231106750350;200433978950816;https://www.amazon.ca/gp/profile/amzn1.account.AEDFTFIXCA3VZ2WCHFVZSZHEFL4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Tausif Ahamed Bhuiyan;1260196;1;2018-12-11;1000;1000;812.7008690283399;1008.4046161694642;950.0;1000;2000.0;"{{""'Very good fan'"",0.987657},{""'Very good fan'"",0.987657}}";;0.5
198536694229514;200433978950816;https://www.amazon.ca/gp/profile/amzn1.account.AEXAEKHKCE2MPB4MLLC776FTM5FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Amazon Customer;49936;10;2018-12-11;1000;958.4942185820562;464.6248097870425;978.0290861569017;1016.6666666666666;1000;2000.0;"{{""'Very noisy but if that doesn’t bother u it’s a great fan'"",-0.461953},{""'These are great As advertised'"",0.966676},{""'These are great As advertised'"",0.966676},{""'Very nice the remote is a life saver for those hot night that u wake and all u have to do is push a button'"",0.90962},{""'Very noisy but if that doesn’t bother u it’s a great fan'"",-0.461953},{""'Fit as ordered I always orders a bit bigger just in case but my kid enjoys it and it’s so much easier than a 2 piece'"",0.858515},{""'Very easy to put together'"",0.949554},{""'My son loves it'"",0.94951},{""'Works as advertised'"",0.760713},{""'Far out done my expectations'"",-0.46184},{""'These are as advertised'"",0.0}}";;0.16666666666666666
173196214160173;155428664469539;https://www.amazon.ca/gp/profile/amzn1.account.AEECBTEAX3DHDMINAV6ZD6RV73IQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Rene Landry;592315;9;2018-12-11;1000;429.3651627547922;515.1500999653053;1780.5098274776801;1004.9999999999999;1000;2000.0;"{{""'À la maison pour se rafraîchir.'"",0.489337},{""'À la maison pour se rafraîchir.'"",0.489337},{""'Facile à installer et surtout beaucoup moins cher que chez Garmin. Vous n’ qu’a suivre des instructions sur YouTube et en moins de 5 minutes, vous avez un nouveau bracelet.'"",0.487104},{""'Works well, very light, a good product.'"",0.982397},{""'Livraison et produit tel que prévu.'"",0.0},{""'You should watch the whole serie! Very good!'"",0.389786},{""'Thé n'est mobile on tais subject.'"",0.0},{""'Word well. A good bye.'"",0.0},{""'C'est plue qu'une diète, c'est une manière de bien manger en utilisant notre corps pour éliminer du gras. C'est très efficace.'"",0.0145405},{""'La machine est simple et facile à faire fonctionner. Le café Nespresso est excellent! Probablement un des meilleurs rapport qualité prix pour ce type de machine.'"",0.445845666667}}";;0.050000000000000024
53145121018757;4808582601589;https://www.amazon.ca/gp/profile/amzn1.account.AHCFE7KULNOVDVCERICG636AJ5JA/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Allrounder;34222;10;2018-12-11;1000;997.4543815213167;1074.6814188458004;925.9844875481841;1002.7777777777777;1000;2000.0;"{{""'I got what I paid for. The plastic is so flimsy, it is a dollar store quality. Bought two of these and the motor on one of them doesn't run smoothly - it still sends breeze but it does faster and slower motion constantly regardless of the speed choice. Stand is somewhat wobbly. I won't buy a Dyson for a fan but I wouldn't buy this again either.'"",-0.0716922},{""'I smell your fear. I smell your fear so bad that I dab. I smell your fear so bad that I defeat pein.Ijust smell your fear I dance so cringy that even the renegan can't see me. All of what I said Is thepower of the Kiuby mode.'"",-0.69441125},{""'Best book in a long time and never made me guess the right answers and reasons so I rate this five star.'"",0.725432},{""'I love this series it is now one of my three favourites in all the book series i've read, and I read a lot of book series'"",0.987382},{""'My face is full of warts and wrinkles I always try to get free wifi me fart jjiggles pew pew chewse llamacorn shy guy!!I am not lying!!'"",-0.027811},{""'Excellent. Love the soft feel and sturdy build. My lab is comfortable. Better than plastic muzzles.'"",0.60164375},{""'We have owned various kick scooters in the past 10 years - this is the best kick scooter we have had. Stable, quite, easy to park with the stand. Definitely smoother riding on pavement thanks to the large wheels.'"",0.946610666667},{""'Highly recommend for people with TMJ. Everyone with neck problems with normal feather pillows loves these at my place. Dry and comfortably heavy.'"",0.791712333333},{""'Love the love seat. It's not too heavy to carry with the built-in shoulder strap. Pop it open and fold it down in a second. Great for kids and adults.'"",0.1568105},{""'I use this for my dogs to sleep on in their kennels. It is nice and soft, easily washable. The material is sturdy, vacuuming is easy. I double these for my lab and use just one for my pug.'"",0.806168},{""'I got what I paid for. The plastic is so flimsy, it is a dollar store quality. Bought two of these and the motor on one of them doesn't run smoothly - it still sends breeze but it does faster and slower motion constantly regardless of the speed choice. Stand is …'"",0.1303215}}";;0.02777777777777779
48929321038913;4808582601589;https://www.amazon.ca/gp/profile/amzn1.account.AENMXCDW3IKM5327KK65DQB2XGNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Christopher Darling;342507;10;2018-12-11;1000;882.6099290868575;1070.8788436117643;1645.9787152560086;1005.8823529411765;1000;2000.0;"{{""'Went together easy enough. Not too sturdy for a pedestal fan. Does the trick buy feels especially cheap.

I worked in the department that sold fans at Sears for 4 years. This one is maybe slightly below in terms of quality of materials our cheapest fan. It's a cheap fan that works fine. I don't expect it to have a long life though.'"",0.214647},{""'Yeah works good'"",0.97373},{""'Dpad is fine but not quite right. Great for platformers on the go but I mostly just use the original joycon in case a chance to get some two player gaming comes up.'"",0.485236},{""'Went together easy enough. Not too sturdy for a pedestal fan. Does the trick buy feels especially cheap. …'"",-0.014503},{""'One self piece came pretty bent up. I would return it if it weren't such a hassle.  Assembled the unit anyway and it seems fine. Just a real bummer. This is my first …'"",-0.128656},{""'Something that I can fit up my narrow staircase!  A traditional queen boxspring will not fit into my bedroom. You can buy two separat…'"",-0.0153376666667},{""'I am so happy with these beautiful pieces!  First make sure you boil them so your water doesn't get all tea coloured.…'"",0.4992095},{""'Works great! No instructions included just a confusing low quality black and white drawing that doesn't match the actual product very well. …'"",0.0207325},{""'Looks cool in the box. Shipped fast. My nephew should like it. He's turning 4 and always talking about AT-ATs. I didn't know what they were so I Googled them. Other sets were like $300 CAD! So no. Got this one for a tenth of the price.'"",0.17953175},{""'wow. I ate it all in one night.'"",-0.124879},{""'Looks great! But the clear back already is very scuffed up after only one day of use. Also, the top part of the purple metal is a different colour. Much closer to pink than purple. It looks like it's been worn out or something. I checked under different lightin…'"",-0.041724}}";;0.05882352941176473
169382115646235;95432826641758;https://www.amazon.ca/gp/profile/amzn1.account.AHB5XZAOYFRMZ2WHWWEDAJFII2AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Amazon Customer;150612;10;2018-12-11;1000;685.7926195370828;812.7626969369566;1284.592328185944;1025.0;1000;2000.0;"{{""'As advertised'"",0.0},{""'Pump me up little pump kicks out some good pressure'"",0.448373},{""'Still use the same ones after a year of trimmings works great'"",0.898699},{""'Little noisy but all pumps are Delivers good air'"",0.45429},{""'Chop chop still have mi e and love them'"",0.770359},{""'Good thanks'"",0.974707},{""'Product is fine but it was the wrong size for my system my fault'"",-0.356554},{""'Nothing broke so far it’s been quite a few months so good'"",0.353895},{""'Works good good price'"",0.96159},{""'Get some good results with this bubble boy'"",0.89651},{'Good',0.0}}";;0.24999999999999994
179698491371869;95432826641758;https://www.amazon.ca/gp/profile/amzn1.account.AF7PFY3FBW32B2EU5TJ4HKXKEBSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Kindle Customer;45548;10;2018-12-11;1000;700.1469753562907;735.928126423965;907.459236178681;1008.3333333333333;1000;2000.0;"{{""'Easy to assemble, works well, quiet.'"",0.916166},{""'Solid case, I feel my drone and accessories are well protected. Can probably withstand rain and snow as well as reasonable shocks.'"",0.756054},{""'This new drone from Holy Stone is lots of fun to fly indoors or outdoors. You can fly it in two modes: \""folded\"" or \""wing\"". It's the same built quality as the Ryze Tello and about the same size but the HS 220 is quicker and has a longer range. The HS 220…'"",0.238},{""'Very stable for a non GPS drone. Good price and quality. 5MP camera is quite good for photos and videos. I wish it had a micro SD slot but saving on the app is ok. App doesn't work well with Android 4.4 but works fine with Android 6. Make sure you do…'"",0.412867},{""'Works as advertised. Great to be able to charge multiple batteries in 1/2 hour.'"",0.819216},{""'I like it, it doesn't smudge.'"",0.300419},{""'Sturdy and light'"",0.932111},{""'Easy to assemble, works well, quiet.'"",0.916166},{""'Excellente traduction, lecture agréable.'"",0.0},{""'Jules Verne était un grand admirateur de Guy de Maupassant et ça se voit. Bons souvenirs de mon enfance.'"",0.490284},{""'Not the greatest dialogs. Ugly monster. Shaving cream is for sissys.'"",-0.115084}}";;0.08333333333333331
145848018669322;113865489331153;https://www.amazon.ca/gp/profile/amzn1.account.AEBC6QBBJRPB2735PQ2Z63AONI3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Client d'Amazon;805950;2;2018-12-11;1000;687.5633921484169;882.0870377766618;958.2620504972024;1007.6923076923076;1000;2000.0;"{{""'Super pour les parents'"",0.523024},{""'Bien mais fait un bruit quand il arrive tout à gauche en oscillant'"",-0.348935},{""'Bien mais fait un bruit quand il arrive tout à gauche en oscillant'"",-0.348935}}";;0.0769230769230769
150209563225814;113865489331153;https://www.amazon.ca/gp/profile/amzn1.account.AGLWB4TH3FKMOZ345FEDWOEI6GMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Sydney;1317555;1;2018-12-11;1000;1000;1178.6753180226578;1008.4046161694642;1020.0;1000;2000.0;"{{""'Really easy to set up and runs great throughout the night'"",0.977534},{""'Really easy to set up and runs great throughout the night'"",0.977534}}";;0.2
186415644866585;155428664469539;https://www.amazon.ca/gp/profile/amzn1.account.AFX3UNZQNLUHQBRDID2KNPNY6CWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8;Amazon Customer;367332;10;2018-12-11;1000;950.408288806841;810.4121693291354;2177.012466269099;1016.6666666666666;1000;2000.0;"{{""'It worked, it was easy to put together and very happy.'"",0.991871},{""'Perfect! Our hardwire chandelier now plugins and I couldn’t be happier!'"",0.4917115},{""'This is not a how-to decorate but a why-to decorate! Beautifully written Sarah guides you to how decor can make a house a haven for your family. How to identify your style and needs. I loved the book so much already inplenting her strategies into my …'"",0.554345},{""'Flimsy and pain setting up but great value for the price!'"",-0.312239},{""'My favourite cleaning tool, HANDS DOWN. Got all the nasty little corners.'"",-0.1686085},{""'Perfect size, can fit two camera bodies, and 2-3 lenses.'"",0.804961},{""'Fits great and very happy.'"",0.992286},{""'It worked, it was easy to put together and very happy.'"",0.991871},{""'Too much rambling, ending felt unfinished, too many loose ends. Half the book you read about how the character felt about social injustices.'"",-0.79397},{""'Wish it were metal not plastic but did the job'"",-0.756786},{""'It was awful... it had some decent bones but then it got stupid and predictable. I could hardly read the last few chapters.'"",-0.7052895}}";;0.16666666666666666
